token	tag
it	PRP
immediately	RB
died.	VBD
As	RB
soon	RB
as	IN
he	PRP
could	MD
raise	VB
his	PRP$
axe	NN
another	DT
wolf	NN
came	VBD
up,	,
and	CC
he	PRP
also	RB
fell	VBD
under	IN
the	DT
sharp	JJ
edge	NN
of	IN
the	DT
Tin	NNP
Woodman's	NNP
weapon.	NN
There	EX
were	VBD
forty	CD
wolves,	NN
and	CC
forty	CD
times	NNS
a	DT
wolf	NN
was	VBD
killed;	JJ
so	IN
that	IN
at	IN
last	RB
they	PRP
all	DT
lay	VBD
dead	JJ
in	IN
a	DT
heap	NN
before	IN
the	DT
Woodman.	NNP
Then	RB
he	PRP
put	VBD
down	RP
his	PRP$
axe	NN
and	CC
sat	VBD
beside	IN
the	DT
Scarecrow,	NNP
who	WP
said,	VBD
"It	``
was	VBD
a	DT
good	JJ
fight,	NN
friend."	''
They	PRP
waited	VBD
until	IN
Dorothy	NNP
awoke	VBD
the	DT
next	JJ
morning.	NN
The	DT
little	JJ
girl	NN
was	VBD
quite	RB
frightened	JJ
when	WRB
she	PRP
saw	VBD
the	DT
great	JJ
pile	NN
of	IN
shaggy	JJ
wolves,	NN
but	CC
the	DT
Tin	NNP
Woodman	NNP
told	VBD
her	PRP
all.	FW
She	PRP
thanked	VBD
him	PRP
for	IN
saving	VBG
them	PRP
and	CC
sat	VBD
down	RP
to	IN
breakfast,	NN
after	IN
which	WDT
they	PRP
started	VBD
again	RB
upon	IN
their	PRP$
journey.	NN
Now	UH
this	DT
same	JJ
morning	NN
the	DT
Wicked	NNP
Witch	NNP
came	VBD
to	IN
the	DT
door	NN
of	IN
her	PRP$
castle	NN
and	CC
looked	VBD
out	RP
with	IN
her	PRP
one	CD
eye	NN
that	WDT
could	MD
see	VB
afar	RB
off.	RB
She	PRP
saw	VBD
all	PDT
her	PRP$
wolves	NNS
lying	VBG
dead,	JJ
and	CC
the	DT
strangers	NNS
still	RB
travelling	VBG
through	IN
her	PRP$
country.	NN
This	DT
made	VBD
her	PRP
angrier	JJR
than	IN
before,	RB
and	CC
she	PRP
blew	VBD
her	PRP$
silver	JJ
whistle	NN
twice.	RB
Straightway	NN
a	DT
great	JJ
flock	NN
of	IN
wild	JJ
crows	NNS
came	VBD
flying	VBG
toward	IN
her,	RB
enough	RB
to	TO
darken	VB
the	DT
sky.	NN
And	CC
the	DT
Wicked	NNP
Witch	NNP
said	VBD
to	IN
the	DT
King	NNP
Crow,	NNP
"Fly	''
at	IN
once	RB
to	IN
the	DT
strangers;	JJ
peck	NN
out	IN
their	PRP$
eyes	NNS
and	CC
tear	VB
them	PRP
to	IN
pieces."	NN
The	DT
wild	JJ
crows	NNS
flew	VBD
in	IN
one	CD
great	JJ
flock	NN
toward	IN
Dorothy	NNP
and	CC
her	PRP$
companions.	NN
When	WRB
the	DT
little	JJ
girl	NN
saw	VBD
them	PRP
coming	VBG
she	PRP
was	VBD
afraid.	JJ
But	CC
the	DT
Scarecrow	NNP
said,	VBD
"This	``
is	VBZ
my	PRP$
battle;	NN
so	RB
lie	VB
down	RB
beside	IN
me	PRP
and	CC
you	PRP
will	MD
not	RB
be	VB
harmed."	VBN
So	RB
they	PRP
all	DT
lay	VBD
upon	IN
the	DT
ground	NN
except	IN
the	DT
Scarecrow,	NNP
and	CC
he	PRP
stood	VBD
up	RP
and	CC
stretched	VBD
out	RP
his	PRP$
arms.	NN
And	CC
when	WRB
the	DT
crows	NNS
saw	VBD
him	PRP
they	PRP
were	VBD
frightened,	JJ
as	IN
these	DT
birds	NNS
always	RB
are	VBP
by	IN
scarecrows,	NN
and	CC
did	VBD
not	RB
dare	VB
to	TO
come	VB
any	RB
nearer.	RB
But	CC
the	DT
King	NNP
Crow	NNP
said,	VBD
"It	``
is	VBZ
only	RB
a	DT
stuffed	VBN
man.	NN
I	PRP
will	MD
peck	VB
his	PRP$
eyes	NNS
out."	RP
The	DT
King	NNP
Crow	NNP
flew	VBD
at	IN
the	DT
Scarecrow,	NNP
who	WP
caught	VBD
it	PRP
by	IN
the	DT
head	NN
and	CC
twisted	VBD
its	PRP$
neck	NN
until	IN
it	PRP
died.	VBD
And	CC
then	RB
another	DT
crow	NN
flew	VBD
at	IN
him,	NN
and	CC
the	DT
Scarecrow	NNP
twisted	VBD
its	PRP$
neck	NN
also.	RB
There	EX
were	VBD
forty	CD
crows,	NN
and	CC
forty	CD
times	NNS
the	DT
Scarecrow	NNP
twisted	VBD
a	DT
neck,	NN
until	IN
at	IN
last	RB
all	DT
were	VBD
lying	VBG
dead	JJ
beside	IN
him.	PRP
Then	RB
he	PRP
called	VBD
to	IN
his	PRP$
companions	NNS
to	TO
rise,	VB
and	CC
again	RB
they	PRP
went	VBD
upon	IN
their	PRP$
journey.	NN
When	WRB
the	DT
Wicked	NNP
Witch	NNP
looked	VBD
out	RP
again	RB
and	CC
saw	VBD
all	PDT
her	PRP$
crows	NNS
lying	VBG
in	IN
a	DT
heap,	NN
she	PRP
got	VBD
into	IN
a	DT
terrible	JJ
rage,	NN
and	CC
blew	VBD
three	CD
times	NNS
upon	IN
her	PRP$
silver	JJ
whistle.	NN
Forthwith	NNP
there	EX
was	VBD
heard	VBN
a	DT
great	JJ
buzzing	NN
in	IN
the	DT
air,	NN
and	CC
a	DT
swarm	NN
of	IN
black	JJ
bees	NNS
came	VBD
flying	VBG
towards	IN
her.	NNP
"Go	VB
to	IN
the	DT
strangers	NNS
and	CC
sting	VB
them	PRP
to	IN
death!"	NN
commanded	VBD
the	DT
Witch,	NNP
and	CC
the	DT
bees	NNS
turned	VBD
and	CC
flew	VBD
rapidly	RB
until	IN
they	PRP
came	VBD
to	IN
where	WRB
Dorothy	NNP
and	CC
her	PRP$
friends	NNS
were	VBD
walking.	VBN
But	CC
the	DT
Woodman	NNP
had	VBD
seen	VBN
them	PRP
coming	VBG
and	CC
the	DT
Scarecrow	NNP
had	VBD
decided	VBN
what	WP
to	TO
do.	VB
"Take	VB
out	RP
my	PRP$
straw	NN
and	CC
scatter	VB
it	PRP
over	IN
the	DT
little	JJ
girl	NN
and	CC
the	DT
dog	NN
and	CC
the	DT
lion,"	NN
he	PRP
said	VBD
to	IN
the	DT
Woodman,	NNP
"and	''
the	DT
bees	NNS
cannot	MD
sting	VB
them."	PRP
This	DT
the	DT
Woodman	NNP
did,	VBD
and	CC
as	IN
Dorothy	NNP
lay	VBD
close	RB
beside	IN
the	DT
Lion	NNP
and	CC
held	VBD
Toto	NNP
in	IN
her	PRP$
arms,	NN
the	DT
straw	NN
covered	VBD
them	PRP
entirely.	RB
The	DT
bees	NNS
came	VBD
and	CC
found	VBD
no	DT
one	NN
but	IN
the	DT
Woodman	NNP
to	TO
sting,	VB
so	RB
they	PRP
flew	VBD
at	IN
him	PRP
and	CC
broke	VBD
off	RP
all	DT
their	PRP$
stings	NNS
against	IN
the	DT
tin,	NN
without	IN
hurting	VBG
the	DT
Woodman	NNP
at	IN
all.	RB
And	CC
as	IN
bees	NNS
cannot	MD
live	VB
when	WRB
their	PRP$
stings	NNS
are	VBP
broken	VBN
that	DT
was	VBD
the	DT
end	NN
of	IN
the	DT
black	JJ
bees,	NN
and	CC
they	PRP
lay	VBD
scattered	VBN
thick	RB
about	IN
the	DT
Woodman,	NNP
like	IN
little	JJ
heaps	NNS
of	IN
fine	JJ
coal.	NN
Then	RB
Dorothy	NNP
and	CC
the	DT
Lion	NNP
got	VBD
up,	JJ
and	CC
the	DT
girl	NN
helped	VBD
the	DT
Tin	NNP
Woodman	NNP
put	VB
the	DT
straw	NN
back	RB
into	IN
the	DT
Scarecrow	NNP
again,	RB
until	IN
he	PRP
was	VBD
as	RB
good	JJ
as	IN
ever.	.
So	RB
they	PRP
started	VBD
upon	IN
their	PRP$
journey	NN
once	RB
more.	RB
The	DT
Wicked	NNP
Witch	NNP
was	VBD
so	RB
angry	JJ
when	WRB
she	PRP
saw	VBD
her	PRP$
black	JJ
bees	NNS
in	IN
little	JJ
heaps	NNS
like	IN
fine	JJ
coal	NN
that	IN
she	PRP
stamped	VBD
her	PRP$
foot	NN
and	CC
tore	VBD
her	PRP$
hair	NN
and	CC
gnashed	VBD
her	PRP$
teeth.	NNS
And	CC
then	RB
she	PRP
called	VBD
a	DT
dozen	NN
of	IN
her	PRP$
slaves,	NN
who	WP
were	VBD
the	DT
Winkies,	NNP
and	CC
gave	VBD
them	PRP
sharp	JJ
spears,	NN
telling	VBG
them	PRP
to	TO
go	VB
to	IN
the	DT
strangers	NNS
and	CC
destroy	VB
them.	PRP
The	DT
Winkies	NNPS
were	VBD
not	RB
a	DT
brave	JJ
people,	NN
but	CC
they	PRP
had	VBD
to	TO
do	VB
as	IN
they	PRP
were	VBD
told;	VBN
so	RB
they	PRP
marched	VBD
away	RB
until	IN
they	PRP
came	VBD
near	RB
to	IN
Dorothy.	NNP
Then	RB
the	DT
Lion	NNP
gave	VBD
a	DT
great	JJ
roar	NN
and	CC
sprang	VBD
toward	IN
them,	DT
and	CC
the	DT
poor	JJ
Winkies	NNPS
were	VBD
so	RB
frightened	JJ
that	IN
they	PRP
ran	VBD
back	RB
as	RB
fast	RB
as	IN
they	PRP
could.	MD
When	WRB
they	PRP
returned	VBD
to	IN
the	DT
castle	NN
the	DT
Wicked	NNP
Witch	NNP
beat	VBD
them	PRP
well	RB
with	IN
a	DT
strap,	NN
and	CC
sent	VBD
them	PRP
back	RB
to	IN
their	PRP$
work,	NN
after	IN
which	WDT
she	PRP
sat	VBD
down	RP
to	TO
think	VB
what	WP
she	PRP
should	MD
do	VB
next.	RB
She	PRP
could	MD
not	RB
understand	VB
how	WRB
all	PDT
her	PRP$
plans	NNS
to	TO
destroy	VB
these	DT
strangers	NNS
had	VBD
failed;	VBN
but	CC
she	PRP
was	VBD
a	DT
powerful	JJ
Witch,	NNP
as	RB
well	RB
as	IN
a	DT
wicked	JJ
one,	NN
and	CC
she	PRP
soon	RB
made	VBD
up	RP
her	PRP$
mind	NN
how	WRB
to	TO
act.	VB
There	EX
was,	VBD
in	IN
her	PRP$
cupboard,	NN
a	DT
Golden	NNP
Cap,	NNP
with	IN
a	DT
circle	NN
of	IN
diamonds	NNS
and	CC
rubies	NNS
running	VBG
round	RB
it.	.
This	DT
Golden	NNP
Cap	NNP
had	VBD
a	DT
charm.	NN
Whoever	WP
owned	VBD
it	PRP
could	MD
call	VB
three	CD
times	NNS
upon	IN
the	DT
Winged	NNP
Monkeys,	NNP
who	WP
would	MD
obey	VB
any	DT
order	NN
they	PRP
were	VBD
given.	VBN
But	CC
no	DT
person	NN
could	MD
command	VB
these	DT
strange	JJ
creatures	NNS
more	JJR
than	IN
three	CD
times.	NNS
Twice	RB
already	RB
the	DT
Wicked	NNP
Witch	NNP
had	VBD
used	VBN
the	DT
charm	NN
of	IN
the	DT
Cap.	NNP
Once	RB
was	VBD
when	WRB
she	PRP
had	VBD
made	VBN
the	DT
Winkies	NNPS
her	PRP$
slaves,	NN
and	CC
set	VB
herself	PRP
to	TO
rule	VB
over	IN
their	PRP$
country.	NN
The	DT
Winged	NNP
Monkeys	NNPS
had	VBD
helped	VBN
her	PRP
do	VB
this.	DT
The	DT
second	JJ
time	NN
was	VBD
when	WRB
she	PRP
had	VBD
fought	VBN
against	IN
the	DT
Great	NNP
Oz	NNP
himself,	PRP
and	CC
driven	VBN
him	PRP
out	IN
of	IN
the	DT
land	NN
of	IN
the	DT
West.	NNP
The	DT
Winged	NNP
Monkeys	NNPS
had	VBD
also	RB
helped	VBN
her	PRP
in	IN
doing	VBG
this.	DT
Only	RB
once	RB
more	JJR
could	MD
she	PRP
use	VB
this	DT
Golden	NNP
Cap,	NNP
for	IN
which	WDT
reason	NN
she	PRP
did	VBD
not	RB
like	VB
to	TO
do	VB
so	RB
until	IN
all	PDT
her	PRP$
other	JJ
powers	NNS
were	VBD
exhausted.	VBN
But	CC
now	RB
that	IN
her	PRP$
fierce	JJ
wolves	NNS
and	CC
her	PRP$
wild	JJ
crows	NNS
and	CC
her	PRP$
stinging	JJ
bees	NNS
were	VBD
gone,	VBN
and	CC
her	PRP$
slaves	NNS
had	VBD
been	VBN
scared	VBN
away	RB
by	IN
the	DT
Cowardly	NNP
Lion,	NNP
she	PRP
saw	VBD
there	EX
was	VBD
only	RB
one	CD
way	NN
left	VBN
to	TO
destroy	VB
Dorothy	NNP
and	CC
her	PRP$
friends.	NN
So	RB
the	DT
Wicked	NNP
Witch	NNP
took	VBD
the	DT
Golden	NNP
Cap	NNP
from	IN
her	PRP$
cupboard	NN
and	CC
placed	VBD
it	PRP
upon	IN
her	PRP$
head.	NN
Then	RB
she	PRP
stood	VBD
upon	IN
her	PRP$
left	JJ
foot	NN
and	CC
said,	VBD
slowly,	,
"Ep-pe,	''
pep-pe,	FW
kak-ke!"	FW
Next	RB
she	PRP
stood	VBD
upon	IN
her	PRP$
right	JJ
foot	NN
and	CC
said,	VBD
"Hil-lo,	-LRB-
hol-lo,	NN
hel-lo!"	UH
After	IN
this	DT
she	PRP
stood	VBD
upon	IN
both	DT
feet	NNS
and	CC
cried	VBD
in	IN
a	DT
loud	JJ
voice,	NN
"Ziz-zy,	FW
zuz-zy,	FW
zik!"	FW
Now	RB
the	DT
charm	NN
began	VBD
to	TO
work.	VB
The	DT
sky	NN
was	VBD
darkened,	JJ
and	CC
a	DT
low	JJ
rumbling	VBG
sound	NN
was	VBD
heard	VBN
in	IN
the	DT
air.	NN
There	EX
was	VBD
a	DT
rushing	NN
of	IN
many	JJ
wings;	NNS
a	DT
great	JJ
chattering	NN
and	CC
laughing;	JJ
and	CC
the	DT
sun	NN
came	VBD
out	IN
of	IN
the	DT
dark	JJ
sky	NN
to	TO
show	VB
the	DT
Wicked	NNP
Witch	NNP
surrounded	VBN
by	IN
a	DT
crowd	NN
of	IN
monkeys,	NN
each	DT
with	IN
a	DT
pair	NN
of	IN
immense	JJ
and	CC
powerful	JJ
wings	NNS
on	IN
his	PRP$
shoulders.	NN
One,	RB
much	RB
bigger	JJR
than	IN
the	DT
others,	JJ
seemed	VBD
to	TO
be	VB
their	PRP$
leader.	NN
He	PRP
flew	VBD
close	RB
to	IN
the	DT
Witch	NNP
and	CC
said,	VBD
"You	PRP
have	VBP
called	VBN
us	PRP
for	IN
the	DT
third	JJ
and	CC
last	JJ
time.	NN
What	WP
do	VBP
you	PRP
command?"	VB
"Go	VB
to	IN
the	DT
strangers	NNS
who	WP
are	VBP
within	IN
my	PRP$
land	NN
and	CC
destroy	VB
them	PRP
all	DT
except	IN
the	DT
Lion,"	NNP
said	VBD
the	DT
Wicked	NNP
Witch.	NNP
"Bring	``
that	DT
beast	NN
to	IN
me,	PRP
for	IN
I	PRP
have	VBP
a	DT
mind	NN
to	TO
harness	VB
him	PRP
like	IN
a	DT
horse,	NN
and	CC
make	VB
him	PRP
work."	NN
"Your	``
commands	NNS
shall	MD
be	VB
obeyed,"	JJ
said	VBD
the	DT
leader;	NN
and	CC
then,	RB
with	IN
a	DT
great	JJ
deal	NN
of	IN
chattering	NN
and	CC
noise,	NN
the	DT
Winged	NNP
Monkeys	NNPS
flew	VBD
away	RB
to	IN
the	DT
place	NN
where	WRB
Dorothy	NNP
and	CC
her	PRP$
friends	NNS
were	VBD
walking.	VBN
Some	DT
of	IN
the	DT
Monkeys	NNPS
seized	VBD
the	DT
Tin	NNP
Woodman	NNP
and	CC
carried	VBD
him	PRP
through	IN
the	DT
air	NN
until	IN
they	PRP
were	VBD
over	IN
a	DT
country	NN
thickly	RB
covered	VBN
with	IN
sharp	JJ
rocks.	NN
Here	RB
they	PRP
dropped	VBD
the	DT
poor	JJ
Woodman,	NNP
who	WP
fell	VBD
a	DT
great	JJ
distance	NN
to	IN
the	DT
rocks,	NN
where	WRB
he	PRP
lay	VBD
so	RB
battered	JJ
and	CC
dented	VBD
that	IN
he	PRP
could	MD
neither	CC
move	VB
nor	CC
groan.	VBN
Others	NNS
of	IN
the	DT
Monkeys	NNPS
caught	VBD
the	DT
Scarecrow,	NNP
and	CC
with	IN
their	PRP$
long	JJ
fingers	NNS
pulled	VBD
all	DT
of	IN
the	DT
straw	NN
out	IN
of	IN
his	PRP$
clothes	NNS
and	CC
head.	NN
They	PRP
made	VBD
his	PRP$
hat	NN
and	CC
boots	NNS
and	CC
clothes	NNS
into	IN
a	DT
small	JJ
bundle	NN
and	CC
threw	VBD
it	PRP
into	IN
the	DT
top	JJ
branches	NNS
of	IN
a	DT
tall	JJ
tree.	NN
The	DT
remaining	VBG
Monkeys	NNPS
threw	VBD
pieces	NNS
of	IN
stout	NN
rope	NN
around	IN
the	DT
Lion	NNP
and	CC
wound	VBD
many	JJ
coils	NNS
about	IN
his	PRP$
body	NN
and	CC
head	NN
and	CC
legs,	NN
until	IN
he	PRP
was	VBD
unable	JJ
to	TO
bite	VB
or	CC
scratch	VB
or	CC
struggle	VB
in	IN
any	DT
way.	NN
Then	RB
they	PRP
lifted	VBD
him	PRP
up	RP
and	CC
flew	VBD
away	RB
with	IN
him	PRP
to	IN
the	DT
Witch's	NNP
castle,	NN
where	WRB
he	PRP
was	VBD
placed	VBN
in	IN
a	DT
small	JJ
yard	NN
with	IN
a	DT
high	JJ
iron	NN
fence	NN
around	IN
it,	,
so	IN
that	IN
he	PRP
could	MD
not	RB
escape.	VB
But	CC
Dorothy	NNP
they	PRP
did	VBD
not	RB
harm	VB
at	IN
all.	RB
She	PRP
stood,	VBD
with	IN
Toto	NNP
in	IN
her	PRP$
arms,	NN
watching	VBG
the	DT
sad	JJ
fate	NN
of	IN
her	PRP$
comrades	NNS
and	CC
thinking	VBG
it	PRP
would	MD
soon	RB
be	VB
her	PRP$
turn.	NN
The	DT
leader	NN
of	IN
the	DT
Winged	NNP
Monkeys	NNPS
flew	VBD
up	RB
to	IN
her,	NN
his	PRP$
long,	JJ
hairy	JJ
arms	NNS
stretched	VBD
out	RP
and	CC
his	PRP$
ugly	JJ
face	NN
grinning	VBG
terribly;	JJ
but	CC
he	PRP
saw	VBD
the	DT
mark	NN
of	IN
the	DT
Good	NNP
Witch's	NNP
kiss	NN
upon	IN
her	PRP$
forehead	NN
and	CC
stopped	VBD
short,	RB
motioning	VBG
the	DT
others	NNS
not	RB
to	TO
touch	VB
her.	NN
"We	PRP
dare	VBP
not	RB
harm	VB
this	DT
little	JJ
girl,"	NN
he	PRP
said	VBD
to	IN
them,	PRP
"for	``
she	PRP
is	VBZ
protected	VBN
by	IN
the	DT
Power	NNP
of	IN
Good,	NNP
and	CC
that	DT
is	VBZ
greater	JJR
than	IN
the	DT
Power	NNP
of	IN
Evil.	NNP
All	DT
we	PRP
can	MD
do	VB
is	VBZ
to	TO
carry	VB
her	PRP
to	IN
the	DT
castle	NN
of	IN
the	DT
Wicked	NNP
Witch	NNP
and	CC
leave	VB
her	PRP
there."	RB
So,	NNP
carefully	RB
and	CC
gently,	RB
they	PRP
lifted	VBD
Dorothy	NNP
in	IN
their	PRP$
arms	NNS
and	CC
carried	VBD
her	PRP
swiftly	RB
through	IN
the	DT
air	NN
until	IN
they	PRP
came	VBD
to	IN
the	DT
castle,	NN
where	WRB
they	PRP
set	VBD
her	PRP
down	RP
upon	IN
the	DT
front	JJ
door	NN
step.	NN
Then	RB
the	DT
leader	NN
said	VBD
to	IN
the	DT
Witch,	NNP
"We	``
have	VBP
obeyed	VBN
you	PRP
as	RB
far	RB
as	IN
we	PRP
were	VBD
able.	JJ
The	DT
Tin	NNP
Woodman	NNP
and	CC
the	DT
Scarecrow	NNP
are	VBP
destroyed,	VBN
and	CC
the	DT
Lion	NNP
is	VBZ
tied	VBN
up	RP
in	IN
your	PRP$
yard.	NN
The	DT
little	JJ
girl	NN
we	PRP
dare	VBP
not	RB
harm,	VB
nor	CC
the	DT
dog	NN
she	PRP
carries	VBZ
in	IN
her	PRP$
arms.	NN
Your	PRP$
power	NN
over	IN
our	PRP$
band	NN
is	VBZ
now	RB
ended,	JJ
and	CC
you	PRP
will	MD
never	RB
see	VB
us	PRP
again."	.
Then	RB
all	PDT
the	DT
Winged	NNP
Monkeys,	NNP
with	IN
much	JJ
laughing	NN
and	CC
chattering	NN
and	CC
noise,	NN
flew	VBD
into	IN
the	DT
air	NN
and	CC
were	VBD
soon	RB
out	IN
of	IN
sight.	NN
The	DT
Wicked	NNP
Witch	NNP
was	VBD
both	CC
surprised	JJ
and	CC
worried	JJ
when	WRB
she	PRP
saw	VBD
the	DT
mark	NN
on	IN
Dorothy's	NNP
forehead,	RB
for	IN
she	PRP
knew	VBD
well	RB
that	IN
neither	CC
the	DT
Winged	NNP
Monkeys	NNPS
nor	CC
she,	RB
herself,	RB
dare	VBP
hurt	VBD
the	DT
girl	NN
in	IN
any	DT
way.	NN
She	PRP
looked	VBD
down	RB
at	IN
Dorothy's	NNP
feet,	NNS
and	CC
seeing	VBG
the	DT
Silver	NNP
Shoes,	NNP
began	VBD
to	TO
tremble	VB
with	IN
fear,	NN
for	IN
she	PRP
knew	VBD
what	WP
a	DT
powerful	JJ
charm	NN
belonged	VBD
to	IN
them.	PRP
At	IN
first	RB
the	DT
Witch	NNP
was	VBD
tempted	VBN
to	TO
run	VB
away	RB
from	IN
Dorothy;	NNP
but	CC
she	PRP
happened	VBD
to	TO
look	VB
into	IN
the	DT
child's	NNS
eyes	NNS
and	CC
saw	VBD
how	WRB
simple	JJ
the	DT
soul	NN
behind	IN
them	PRP
was,	VBD
and	CC
that	IN
the	DT
little	JJ
girl	NN
did	VBD
not	RB
know	VB
of	IN
the	DT
wonderful	JJ
power	NN
the	DT
Silver	NNP
Shoes	NNPS
gave	VBD
her.	PRP
So	RB
the	DT
Wicked	NNP
Witch	NNP
laughed	VBD
to	IN
herself,	PRP
and	CC
thought,	VB
"I	``
can	MD
still	RB
make	VB
her	PRP
my	PRP$
slave,	NN
for	IN
she	PRP
does	VBZ
not	RB
know	VB
how	WRB
to	TO
use	VB
her	PRP$
power."	NN
Then	RB
she	PRP
said	VBD
to	IN
Dorothy,	NNP
harshly	RB
and	CC
severely,	RB
"Come	``
with	IN
me;	PRP
and	CC
see	VB
that	IN
you	PRP
mind	VBP
everything	NN
I	PRP
tell	VBP
you,	PRP
for	IN
if	IN
you	PRP
do	VBP
not	RB
I	PRP
will	MD
make	VB
an	DT
end	NN
of	IN
you,	PRP
as	IN
I	PRP
did	VBD
of	IN
the	DT
Tin	NNP
Woodman	NNP
and	CC
the	DT
Scarecrow."	NNP
Dorothy	NNP
followed	VBD
her	PRP
through	IN
many	JJ
of	IN
the	DT
beautiful	JJ
rooms	NNS
in	IN
her	PRP$
castle	NN
until	IN
they	PRP
came	VBD
to	IN
the	DT
kitchen,	NN
where	WRB
the	DT
Witch	NNP
bade	VBD
her	PRP
clean	VB
the	DT
pots	NNS
and	CC
kettles	NNS
and	CC
sweep	VB
the	DT
floor	NN
and	CC
keep	VB
the	DT
fire	NN
fed	VBN
with	IN
wood.	NN
Dorothy	NNP
went	VBD
to	IN
work	NN
meekly,	RB
with	IN
her	PRP$
mind	NN
made	VBN
up	RP
to	TO
work	VB
as	RB
hard	RB
as	IN
she	PRP
could;	VBD
for	IN
she	PRP
was	VBD
glad	JJ
the	DT
Wicked	NNP
Witch	NNP
had	VBD
decided	VBN
not	RB
to	TO
kill	VB
her.	NNP
With	IN
Dorothy	NNP
hard	RB
at	IN
work	NN
the	DT
Witch	NNP
thought	VBD
she	PRP
would	MD
go	VB
into	IN
the	DT
court-yard	NN
and	CC
harness	VB
the	DT
Cowardly	NNP
Lion	NNP
like	IN
a	DT
horse;	NN
it	PRP
would	MD
amuse	VB
her,	RB
she	PRP
was	VBD
sure,	JJ
to	TO
make	VB
him	PRP
draw	VB
her	PRP$
chariot	NN
whenever	WRB
she	PRP
wished	VBD
to	TO
go	VB
to	IN
drive.	NN
But	CC
as	IN
she	PRP
opened	VBD
the	DT
gate	NN
the	DT
Lion	NNP
gave	VBD
a	DT
loud	JJ
roar	NN
and	CC
bounded	VBD
at	IN
her	PRP
so	RB
fiercely	RB
that	IN
the	DT
Witch	NNP
was	VBD
afraid,	JJ
and	CC
ran	VBD
out	RP
and	CC
shut	VBD
the	DT
gate	NN
again.	RB
"If	``
I	PRP
cannot	MD
harness	VB
you,"	NNP
said	VBD
the	DT
Witch	NNP
to	IN
the	DT
Lion,	NNP
speaking	VBG
through	IN
the	DT
bars	NNS
of	IN
the	DT
gate,	NN
"I	``
can	MD
starve	VB
you.	PRP
You	PRP
shall	MD
have	VB
nothing	NN
to	TO
eat	VB
until	IN
you	PRP
do	VBP
as	IN
I	PRP
wish."	VBP
So	RB
after	IN
that	DT
she	PRP
took	VBD
no	DT
food	NN
to	IN
the	DT
imprisoned	JJ
Lion;	NNP
but	CC
every	DT
day	NN
she	PRP
came	VBD
to	IN
the	DT
gate	NN
at	IN
noon	NN
and	CC
asked,	RB
"Are	VB
you	PRP
ready	JJ
to	TO
be	VB
harnessed	VBN
like	IN
a	DT
horse?"	''
And	CC
the	DT
Lion	NNP
would	MD
answer,	VB
"No.	NN
If	IN
you	PRP
come	VBP
in	IN
this	DT
yard	NN
I	PRP
will	MD
bite	VB
you."	PRP
The	DT
reason	NN
the	DT
Lion	NNP
did	VBD
not	RB
have	VB
to	TO
do	VB
as	IN
the	DT
Witch	NNP
wished	VBD
was	VBD
that	IN
every	DT
night,	NN
while	IN
the	DT
woman	NN
was	VBD
asleep	JJ
Dorothy	NNP
carried	VBD
him	PRP
food	NN
from	IN
the	DT
cupboard.	NN
After	IN
he	PRP
had	VBD
eaten	VBN
he	PRP
would	MD
lie	VB
down	RP
on	IN
his	PRP$
bed	NN
of	IN
straw,	NN
and	CC
Dorothy	NNP
would	MD
lie	VB
beside	IN
him	PRP
and	CC
put	VBD
her	PRP$
head	NN
on	IN
his	PRP$
soft,	JJ
shaggy	JJ
mane,	NN
while	IN
they	PRP
talked	VBD
of	IN
their	PRP$
troubles	NNS
and	CC
tried	VBD
to	TO
plan	VB
some	DT
way	NN
to	TO
escape.	VB
But	CC
they	PRP
could	MD
find	VB
no	DT
way	NN
to	TO
get	VB
out	IN
of	IN
the	DT
castle,	NN
for	IN
it	PRP
was	VBD
constantly	RB
guarded	VBN
by	IN
the	DT
yellow	JJ
Winkies,	NNP
who	WP
were	VBD
the	DT
slaves	NNS
of	IN
the	DT
Wicked	NNP
Witch	NNP
and	CC
too	RB
afraid	JJ
of	IN
her	PRP
not	RB
to	TO
do	VB
as	IN
she	PRP
told	VBD
them.	PRP
The	DT
girl	NN
had	VBD
to	TO
work	VB
hard	RB
during	IN
the	DT
day,	NN
and	CC
often	RB
the	DT
Witch	NNP
threatened	VBD
to	TO
beat	VB
her	PRP
with	IN
the	DT
same	JJ
old	JJ
umbrella	NN
she	PRP
always	RB
carried	VBD
in	IN
her	PRP$
hand.	NN
But,	CC
in	IN
truth,	NN
she	PRP
did	VBD
not	RB
dare	VB
to	TO
strike	VB
Dorothy,	NNP
because	IN
of	IN
the	DT
mark	NN
upon	IN
her	PRP$
forehead.	NN
The	DT
child	NN
did	VBD
not	RB
know	VB
this,	NN
and	CC
was	VBD
full	JJ
of	IN
fear	NN
for	IN
herself	PRP
and	CC
Toto.	NNP
Once	RB
the	DT
Witch	NNP
struck	VBD
Toto	NNP
a	DT
blow	NN
with	IN
her	PRP$
umbrella	NN
and	CC
the	DT
brave	JJ
little	JJ
dog	NN
flew	VBD
at	IN
her	PRP
and	CC
bit	VBD
her	PRP$
leg,	NN
in	IN
return.	NN
The	DT
Witch	NNP
did	VBD
not	RB
bleed	VB
where	WRB
she	PRP
was	VBD
bitten,	VBN
for	IN
she	PRP
was	VBD
so	RB
wicked	JJ
that	IN
the	DT
blood	NN
in	IN
her	PRP
had	VBD
dried	VBN
up	RP
many	JJ
years	NNS
before.	.
